customer_id,age,city,employment_type,salary,expected_salary_day,loan_amount,loan_tenure_months,emi_amount,loan_start_date,initial_balance
4070,27,Port Ashleyhaven,SELF_EMPLOYED,29951,10,425769,36,12773,2025-02-22,50282
4071,48,Murphyhaven,GIG_WORKER,40441,12,385283,12,34675,2025-11-26,20972
4072,50,Lake Sydney,SELF_EMPLOYED,25808,20,97880,12,8809,2025-03-27,54981
4073,34,Bryceshire,SALARIED,30363,7,438093,48,9857,2025-03-02,32178
4074,57,Lake Charles,UNEMPLOYED,58089,13,258885,48,5824,2025-07-25,56441
4075,46,East Juan,GIG_WORKER,39774,21,112385,24,5057,2025-06-09,20459
4076,58,Andradefort,SELF_EMPLOYED,78035,16,467960,12,42116,2025-03-14,7887
4077,60,Johnsonborough,SALARIED,59009,5,332037,24,14941,2025-06-24,59419
4078,56,East Carolineside,GIG_WORKER,15536,20,321633,24,14473,2025-03-22,69347
4079,46,Port Thomas,SALARIED,66583,2,351314,12,31618,2026-01-07,49229
4080,38,Jensenchester,SELF_EMPLOYED,31982,10,458657,48,10319,2025-09-25,88076
4081,54,Maddenshire,SALARIED,48674,3,312213,48,7024,2025-02-15,60063
4082,35,West Mike,GIG_WORKER,47315,15,84417,24,3798,2025-09-19,54475
4083,42,North Dennis,SALARIED,89297,5,85599,24,3851,2025-10-16,38905
4084,31,New Ricardo,UNEMPLOYED,19421,20,166382,24,7487,2025-12-21,8629
4085,58,Leeland,SALARIED,78383,1,233026,12,20972,2025-06-16,12265
4086,60,Lake Victoriafurt,SALARIED,52043,6,51942,48,1168,2025-11-30,75683
4087,29,East Erin,GIG_WORKER,55213,17,227794,24,10250,2025-05-16,5399
4088,55,Lake Jennaton,UNEMPLOYED,43212,23,177393,12,15965,2025-09-05,8495
4089,42,Scottfort,SELF_EMPLOYED,90530,7,55379,48,1246,2025-06-25,81213
4090,28,South Laura,SALARIED,96702,1,419396,12,37745,2025-11-28,50400
4091,50,West Josephbury,UNEMPLOYED,46465,23,52188,48,1174,2025-08-17,17570
4092,58,Port Angelashire,SELF_EMPLOYED,85945,16,283454,24,12755,2025-11-05,73536
4093,27,East James,SELF_EMPLOYED,44155,17,377204,12,33948,2025-04-30,42904
4094,47,South Mark,SALARIED,49488,1,127364,12,11462,2025-08-10,35341
4095,59,Johnside,SALARIED,34812,6,289120,36,8673,2025-05-28,38510
4096,45,Hendersonland,SELF_EMPLOYED,45039,10,283152,48,6370,2025-05-20,74590
4097,31,Port Jeremiahton,UNEMPLOYED,34289,15,488142,36,14644,2025-06-16,76226
4098,57,Lake Laurenberg,UNEMPLOYED,15675,24,421568,36,12647,2025-07-24,79363
4099,39,Ryanborough,UNEMPLOYED,56203,19,341123,24,15350,2025-02-28,54918
4100,33,Lindsayhaven,SALARIED,71617,6,224555,36,6736,2025-07-05,76887
4101,33,Lopezmouth,GIG_WORKER,54661,23,266339,12,23970,2025-08-18,60728
4102,27,Brendafort,SALARIED,73975,6,344039,12,30963,2025-11-11,14363
4103,21,Port Bradleyton,SELF_EMPLOYED,25760,12,64636,12,5817,2025-03-06,82284
4104,56,Toddtown,GIG_WORKER,18324,21,357392,48,8041,2025-04-18,43158
4105,48,Mcmillanfort,GIG_WORKER,32568,12,470688,24,21180,2025-09-15,32707
4106,48,Saraburgh,SALARIED,87183,6,278896,12,25100,2025-12-05,69935
4107,22,Petersonchester,SALARIED,61289,3,67513,24,3038,2026-01-07,16209
4108,57,North Michaelport,SALARIED,95764,6,253658,24,11414,2025-09-13,44251
4109,53,East Jefferyberg,SALARIED,44815,1,278026,48,6255,2025-02-27,8176
4110,33,West Renee,UNEMPLOYED,25661,23,238125,36,7143,2025-07-23,28690
4111,44,Jonesland,SELF_EMPLOYED,40350,5,72020,24,3240,2025-10-04,89468
4112,57,Johnsonstad,GIG_WORKER,36730,15,405323,36,12159,2025-07-11,32973
4113,39,Daviestown,UNEMPLOYED,46733,28,374182,36,11225,2025-07-27,8398
4114,56,South Karen,SALARIED,115936,2,403954,48,9088,2025-06-28,15506
4115,57,Gregoryfurt,SALARIED,76669,2,120503,48,2711,2025-11-20,73409
4116,51,Lake Natashaton,GIG_WORKER,43033,23,396577,24,17845,2025-06-09,89968
4117,56,Natalieshire,SALARIED,37959,5,212546,12,19129,2025-07-25,31262
4118,41,Rhondaborough,SALARIED,54917,2,262049,36,7861,2025-08-02,50936
4119,44,Lake Jessica,GIG_WORKER,32061,15,406323,12,36569,2025-08-05,54037
4120,32,New Brett,UNEMPLOYED,44222,14,128293,48,2886,2025-11-14,13389
4121,46,Annaview,SELF_EMPLOYED,97667,19,74160,36,2224,2025-12-23,85145
4122,48,East Brenda,SELF_EMPLOYED,82788,18,169771,36,5093,2025-09-11,23800
4123,32,Pittmanton,SELF_EMPLOYED,77494,17,292293,36,8768,2025-10-16,21546
4124,32,East Kevintown,GIG_WORKER,43093,23,343016,36,10290,2025-07-02,15581
4125,51,New Catherine,SALARIED,84229,1,363197,12,32687,2025-08-11,33216
4126,49,Jacobsfort,SELF_EMPLOYED,98646,15,422662,36,12679,2025-09-05,64712
4127,58,Rachaelborough,GIG_WORKER,38975,27,389903,48,8772,2025-09-02,78452
4128,38,Smithbury,SELF_EMPLOYED,25157,11,99637,24,4483,2025-11-07,89995
4129,46,Port Lisa,GIG_WORKER,15986,17,378904,48,8525,2025-07-23,72928
4130,42,Lake Cindyland,GIG_WORKER,45201,10,296284,36,8888,2025-04-23,71965
4131,29,Port Mackenzie,SELF_EMPLOYED,74195,8,247678,24,11145,2025-10-07,9855
4132,35,Brewerton,SELF_EMPLOYED,79436,20,105788,48,2380,2025-07-03,35011
4133,48,Lake Courtneyside,GIG_WORKER,40938,14,54226,24,2440,2025-04-19,47722
4134,42,East Melvinberg,SELF_EMPLOYED,98263,16,371289,48,8354,2025-12-10,69576
4135,27,West Alexandria,SALARIED,74503,3,489720,24,22037,2025-05-08,63357
4136,60,Theresafort,SALARIED,84256,2,119570,48,2690,2025-05-21,61364
4137,54,Perezmouth,SELF_EMPLOYED,52067,6,236182,36,7085,2025-06-22,61906
4138,26,Port Michelleview,UNEMPLOYED,48678,22,375369,24,16891,2025-08-27,80327
4139,48,Campbellland,SALARIED,50397,7,133746,36,4012,2025-06-24,57610
4140,58,North Kelly,GIG_WORKER,36629,16,140532,24,6323,2025-06-28,45788
4141,29,Beanhaven,SELF_EMPLOYED,67477,5,248995,36,7469,2025-09-21,75131
4142,49,Cunninghamstad,SALARIED,111199,3,144247,12,12982,2025-09-24,52804
4143,31,West Elizabethton,GIG_WORKER,20384,22,456939,48,10281,2025-09-17,57469
4144,38,Lake Laurashire,GIG_WORKER,19993,19,94931,36,2847,2025-11-22,73108
4145,42,Alexanderbury,SALARIED,48345,2,466917,36,14007,2025-08-31,6495
4146,34,East Jaime,SALARIED,98324,6,387714,24,17447,2025-12-25,45732
4147,26,Phamstad,SALARIED,58329,7,122512,24,5513,2025-04-01,22413
4148,46,Lake Katherineport,SALARIED,33844,6,149597,24,6731,2025-05-16,49674
4149,58,Isabellaport,UNEMPLOYED,31448,28,434692,48,9780,2025-09-05,48335
4150,50,Lake Brianmouth,GIG_WORKER,35012,13,210955,36,6328,2025-03-31,69343
4151,28,South Miguelport,UNEMPLOYED,16904,24,111101,24,4999,2025-12-13,49008
4152,47,East Leslie,UNEMPLOYED,41293,11,417642,12,37587,2025-12-28,14863
4153,56,Lake Kevin,GIG_WORKER,47588,11,111454,48,2507,2025-11-10,48864
4154,50,Lake Steven,SALARIED,30797,1,312582,48,7033,2025-11-16,50311
4155,42,Danielborough,SALARIED,60927,2,254610,36,7638,2025-08-01,9694
4156,21,Lake Ashleyville,UNEMPLOYED,42797,13,215334,36,6460,2026-01-10,55871
4157,41,Port Kevinburgh,UNEMPLOYED,41571,13,296419,48,6669,2025-12-24,72406
4158,46,East Richardfurt,UNEMPLOYED,43265,22,498155,24,22416,2025-12-07,85807
4159,52,Katherineside,GIG_WORKER,25682,17,151951,48,3418,2025-05-29,21950
4160,42,Laurashire,SELF_EMPLOYED,82664,6,486467,48,10945,2025-03-04,35697
4161,35,Ryanport,UNEMPLOYED,50004,23,415407,24,18693,2025-07-19,17422
4162,24,Gonzalesburgh,UNEMPLOYED,17054,18,486132,48,10937,2025-09-15,78453
4163,60,West Jameschester,SALARIED,43315,3,128686,48,2895,2025-10-10,32470
4164,27,Hartfort,SELF_EMPLOYED,22628,10,393191,36,11795,2025-03-04,82280
4165,55,Halemouth,SELF_EMPLOYED,82017,20,424392,12,38195,2025-04-26,33947
4166,40,North Robertberg,UNEMPLOYED,16570,24,283868,24,12774,2025-03-17,43300
4167,45,East Steven,SELF_EMPLOYED,25084,12,274245,24,12341,2025-06-06,28687
4168,46,Port Michaelville,SALARIED,104468,3,417021,12,37531,2025-11-18,36375
4169,41,Bergfurt,GIG_WORKER,31703,27,461565,48,10385,2025-03-09,34007
4170,27,New Gregoryburgh,SALARIED,73098,4,194974,36,5849,2026-01-02,55859
4171,36,Wellschester,UNEMPLOYED,54248,19,302080,12,27187,2025-03-13,65833
4172,53,Byrdshire,SELF_EMPLOYED,24436,13,391519,48,8809,2025-11-04,17677
4173,21,East Stevenside,GIG_WORKER,54284,15,347835,48,7826,2025-05-18,89730
4174,47,Jamesburgh,GIG_WORKER,57311,18,478081,24,21513,2025-12-05,69667
4175,22,Oconnorton,SALARIED,90259,7,213641,48,4806,2025-05-20,21662
4176,41,New John,GIG_WORKER,17117,27,364959,12,32846,2025-11-25,16141
4177,34,New Williamville,SALARIED,119866,2,234391,48,5273,2025-07-24,26614
4178,46,Lake Jerome,SALARIED,83457,2,273379,36,8201,2025-12-11,87647
4179,48,Youngstad,UNEMPLOYED,19822,19,125396,24,5642,2025-07-28,87416
4180,22,South Vickistad,SELF_EMPLOYED,94079,8,399440,24,17974,2025-03-31,35158
4181,34,West Kathleenshire,UNEMPLOYED,40038,18,371298,48,8354,2025-06-18,57965
4182,55,East Sandraberg,SELF_EMPLOYED,61069,9,99953,12,8995,2025-04-12,11198
4183,52,Hartstad,SALARIED,73705,2,196362,36,5890,2025-12-03,56014
4184,59,Port Elizabeth,SELF_EMPLOYED,49438,11,491646,36,14749,2025-09-28,79446
4185,46,Thompsonburgh,SELF_EMPLOYED,45579,9,149978,12,13498,2025-09-03,82499
4186,36,Ronaldhaven,GIG_WORKER,16256,11,291132,36,8733,2025-09-17,18630
4187,25,Richland,SALARIED,60453,3,313302,36,9399,2025-11-09,36430
4188,42,South Chelsealand,SELF_EMPLOYED,99572,19,445870,12,40128,2025-04-08,30274
4189,55,East Carriechester,SALARIED,64121,7,148166,12,13334,2025-02-25,47923
4190,46,New Joelfurt,SALARIED,65656,2,439843,24,19792,2025-07-25,37483
4191,25,Susanville,UNEMPLOYED,59697,19,138333,36,4149,2025-06-06,31466
4192,34,Riosport,UNEMPLOYED,53019,18,156520,24,7043,2025-08-29,70695
4193,25,Fieldsburgh,SALARIED,90110,1,60300,48,1356,2025-05-11,41174
4194,44,West Amyview,UNEMPLOYED,24050,14,355174,48,7991,2025-05-08,74965
4195,25,Hudsonmouth,GIG_WORKER,51942,24,499149,12,44923,2025-03-06,7757
4196,36,Greenfort,SELF_EMPLOYED,81252,6,358358,24,16126,2026-01-03,30620
4197,45,Brendahaven,SALARIED,66707,2,447976,36,13439,2025-05-31,22904
4198,41,Suttonshire,SALARIED,55868,7,309331,12,27839,2025-07-06,63194
4199,40,Williamsonside,SELF_EMPLOYED,58417,7,303053,36,9091,2025-10-23,33238
4200,36,South Garyville,SALARIED,51241,5,276780,48,6227,2025-09-12,79215
4201,35,Paulside,SALARIED,108790,1,147352,12,13261,2025-07-12,27099
4202,51,Port Sarahshire,SELF_EMPLOYED,47332,8,277726,12,24995,2025-04-28,73268
4203,55,New Amy,SELF_EMPLOYED,76730,14,169404,36,5082,2025-08-22,8757
4204,55,South Amyfurt,GIG_WORKER,54038,27,267481,24,12036,2025-04-16,67586
4205,58,North Robert,SALARIED,67033,1,247359,12,22262,2025-08-10,45549
4206,46,East Melissabury,SALARIED,31148,3,121675,48,2737,2025-05-06,8740
4207,30,West Donna,SALARIED,33633,7,213092,24,9589,2025-03-08,40490
4208,48,Jonesbury,GIG_WORKER,53168,27,248869,48,5599,2025-05-25,27844
4209,54,New Bryanport,GIG_WORKER,15020,11,374970,24,16873,2025-03-28,57293
4210,55,Davisland,SELF_EMPLOYED,31420,11,128825,12,11594,2025-08-24,20008
4211,33,Brianmouth,SALARIED,55706,3,445021,12,40051,2025-02-28,67821
4212,44,Campbellberg,GIG_WORKER,26367,27,244430,12,21998,2025-06-13,12109
4213,36,Mercadochester,SALARIED,44666,4,156276,24,7032,2025-12-06,76596
4214,39,Jaimeborough,GIG_WORKER,34615,20,178549,48,4017,2025-09-05,65647
4215,42,North Harryfort,GIG_WORKER,38591,18,448870,36,13466,2025-12-24,27856
4216,28,Port Valeriestad,UNEMPLOYED,51398,15,204146,36,6124,2026-01-10,56083
4217,39,Tracytown,UNEMPLOYED,44386,25,498296,24,22423,2025-09-24,11278
4218,28,Lake Christinebury,SALARIED,100615,3,314996,24,14174,2025-06-05,10654
4219,59,Jacobview,SALARIED,106939,6,113990,24,5129,2025-07-06,62958
4220,54,Medinaport,SELF_EMPLOYED,91432,15,411113,36,12333,2025-04-08,51850
4221,45,New Tommystad,GIG_WORKER,19965,26,240680,36,7220,2025-02-25,45183
4222,38,Margaretstad,SELF_EMPLOYED,26026,15,167417,12,15067,2026-01-10,17343
4223,29,Lake Dawnshire,GIG_WORKER,48843,28,289086,12,26017,2025-07-19,87886
4224,38,Cooperfurt,GIG_WORKER,30938,12,363695,12,32732,2025-09-06,40080
4225,39,Chavezfurt,UNEMPLOYED,15233,26,480008,12,43200,2025-08-06,53937
4226,28,New Jeffreyview,UNEMPLOYED,33873,27,278215,24,12519,2025-07-02,37989
4227,58,Dianamouth,GIG_WORKER,53234,26,280363,12,25232,2025-09-02,6786
4228,24,New Keithbury,UNEMPLOYED,38884,17,316756,36,9502,2025-05-17,84380
4229,38,Greenmouth,UNEMPLOYED,37687,16,246165,48,5538,2025-03-25,70142
4230,53,Meganbury,GIG_WORKER,54944,22,460131,36,13803,2025-07-05,18461
4231,40,Matthewsland,UNEMPLOYED,15322,17,241018,12,21691,2025-05-03,54972
4232,35,South Jeremy,GIG_WORKER,26492,24,424355,48,9547,2025-04-29,34514
4233,35,South Joshua,SALARIED,38860,3,226954,24,10212,2025-12-18,20649
4234,52,Lake Christian,UNEMPLOYED,24269,24,176331,36,5289,2025-10-12,47950
4235,26,Hernandezfort,UNEMPLOYED,46872,26,182788,36,5483,2025-03-29,47647
4236,22,South Mandy,SALARIED,85508,7,491656,48,11062,2025-11-30,8035
4237,54,West Dennisberg,SELF_EMPLOYED,58172,20,202948,36,6088,2025-05-10,42839
4238,36,Ashleybury,SALARIED,83868,2,408031,24,18361,2026-01-04,29528
4239,28,North Barbara,UNEMPLOYED,58738,14,56773,36,1703,2025-06-01,7458
4240,58,Garciastad,UNEMPLOYED,16509,20,165180,24,7433,2025-03-21,30436
4241,28,Mirandaville,SELF_EMPLOYED,55635,17,215702,12,19413,2025-10-12,82731
4242,55,Port Carlaport,SELF_EMPLOYED,52424,8,136314,24,6134,2025-12-27,23734
4243,24,West Barbarahaven,SELF_EMPLOYED,34730,9,486214,36,14586,2025-04-25,53700
4244,49,New Jacquelineview,UNEMPLOYED,31279,26,107641,36,3229,2025-05-15,38174
4245,21,Morgantown,UNEMPLOYED,47807,11,53939,36,1618,2025-08-11,19406
4246,25,Lanemouth,UNEMPLOYED,30161,22,258127,24,11615,2025-09-05,60663
4247,24,West Jamesfort,SALARIED,79100,1,125403,48,2821,2025-10-11,27913
4248,55,New Geoffreyborough,UNEMPLOYED,17356,27,143541,24,6459,2025-06-08,40575
4249,31,South Teresa,GIG_WORKER,47911,22,256732,36,7701,2025-10-31,17121
4250,21,West Corey,GIG_WORKER,36164,11,413723,36,12411,2026-01-03,11233
4251,56,Hollandfurt,SALARIED,41994,7,468396,12,42155,2025-09-07,78242
4252,24,Patelborough,SALARIED,34622,4,113089,36,3392,2025-12-23,70566
4253,41,Parsonschester,SELF_EMPLOYED,65600,8,244588,12,22012,2025-09-29,73169
4254,37,New Kenneth,SELF_EMPLOYED,36817,10,398996,12,35909,2025-09-05,64913
4255,34,Kellyborough,SALARIED,97779,1,345089,48,7764,2025-11-26,45826
4256,39,Robertborough,SALARIED,38223,3,390105,12,35109,2025-03-15,67915
4257,52,Kevinshire,SALARIED,45880,1,461227,24,20755,2025-08-12,29290
4258,46,Stuartview,UNEMPLOYED,46447,14,50902,12,4581,2025-08-28,18164
4259,49,Port Jeffrey,GIG_WORKER,56824,23,441869,36,13256,2025-03-22,22609
4260,31,New Chelsea,SELF_EMPLOYED,35193,14,405999,48,9134,2025-03-23,76786
4261,49,Port Aaron,SALARIED,59091,2,334220,48,7519,2025-03-31,52335
4262,28,Lake Nathanielchester,UNEMPLOYED,31661,16,335404,24,15093,2025-11-01,46770
4263,46,South Jenniferside,SELF_EMPLOYED,49664,7,150872,12,13578,2025-05-11,87023
4264,59,North Edward,UNEMPLOYED,23320,25,344146,12,30973,2025-08-21,42184
4265,59,South Katiebury,SALARIED,85864,2,156827,24,7057,2025-08-15,70092
4266,30,Riveraport,SALARIED,92786,4,493186,36,14795,2025-04-01,22235
4267,22,Ericksonmouth,GIG_WORKER,47798,19,166977,48,3756,2025-11-30,64658
4268,43,Herreraland,SELF_EMPLOYED,36282,12,316330,48,7117,2025-02-26,37918
4269,48,Thomasstad,UNEMPLOYED,16727,23,417641,48,9396,2025-06-10,78021
4270,22,South Joseph,GIG_WORKER,39516,19,288888,48,6499,2025-05-13,22202
4271,56,Russellburgh,SELF_EMPLOYED,49146,9,220295,48,4956,2025-08-20,40524
4272,51,Lake Ronaldland,SALARIED,104355,1,71401,48,1606,2025-10-28,75733
4273,35,Brianfort,UNEMPLOYED,46898,24,121311,48,2729,2025-08-19,66395
4274,33,Christopherview,SELF_EMPLOYED,26659,18,202885,12,18259,2025-10-13,76352
4275,28,Lake Jessicaside,GIG_WORKER,40408,24,238115,12,21430,2025-08-30,30569
4276,57,Lisaland,SELF_EMPLOYED,25757,7,376814,12,33913,2025-12-07,87800
4277,25,Lynnport,SELF_EMPLOYED,96499,9,464221,24,20889,2025-04-21,56830
4278,32,East Ashley,UNEMPLOYED,17656,25,495182,36,14855,2025-12-04,58803
4279,35,Wardtown,SELF_EMPLOYED,60557,9,171244,48,3852,2025-03-27,83009
4280,22,Joelside,SELF_EMPLOYED,24078,16,94042,24,4231,2025-04-13,58449
4281,35,Harrisberg,SALARIED,107226,7,473632,24,21313,2025-09-06,43705
4282,50,West Randall,UNEMPLOYED,30521,18,436974,36,13109,2025-07-08,69328
4283,46,North Ericville,GIG_WORKER,42053,28,184026,48,4140,2025-05-14,61108
4284,54,Dorisborough,GIG_WORKER,31180,23,75259,12,6773,2025-10-14,27518
4285,37,East Aprilborough,SALARIED,46288,6,330267,48,7431,2025-03-09,27250
4286,44,Lake Raymondton,SALARIED,64966,2,162990,12,14669,2026-01-12,60895
4287,24,Michaelshire,SELF_EMPLOYED,24887,15,126708,36,3801,2025-08-21,32555
4288,45,Joshualand,SALARIED,46783,4,127401,24,5733,2025-10-30,35137
4289,51,South Zacharytown,SELF_EMPLOYED,70216,13,334037,24,15031,2025-08-10,14913
4290,38,Julianburgh,GIG_WORKER,25227,18,324402,24,14598,2025-02-20,88501
4291,44,North Christian,GIG_WORKER,32187,22,149292,36,4478,2025-10-24,17288
4292,27,Henryside,UNEMPLOYED,18347,24,179991,36,5399,2025-10-07,34392
4293,35,Turnerfurt,UNEMPLOYED,55131,15,171072,24,7698,2025-09-22,15082
4294,43,East Lindaville,SELF_EMPLOYED,55112,9,321966,48,7244,2025-03-04,12547
4295,34,West Traci,GIG_WORKER,36628,25,252416,24,11358,2025-10-03,5855
4296,28,East Daniel,UNEMPLOYED,52376,15,329705,48,7418,2025-12-27,81640
4297,55,Lake Anthonyburgh,SALARIED,27341,1,261343,24,11760,2025-08-10,13593
4298,45,Richardhaven,SALARIED,115827,4,166371,48,3743,2025-08-27,8021
4299,54,North Travis,UNEMPLOYED,46407,23,58648,24,2639,2025-05-01,52472
4300,31,Lake Travis,UNEMPLOYED,27225,18,221597,24,9971,2025-10-27,26274
4301,35,Port Anita,SALARIED,42317,1,467188,12,42046,2025-11-07,10472
4302,40,Ryanfurt,GIG_WORKER,58801,18,161645,24,7274,2025-05-31,55097
4303,57,Torresshire,GIG_WORKER,45816,14,329715,12,29674,2025-06-11,19694
4304,37,Stephentown,SELF_EMPLOYED,44488,8,112835,12,10155,2025-12-01,45385
4305,35,Stephensonstad,UNEMPLOYED,41213,23,203528,12,18317,2026-01-02,12628
4306,41,South Michael,SALARIED,94117,1,278709,12,25083,2025-03-06,22317
4307,50,Port Josephfort,SALARIED,47854,5,303221,12,27289,2025-12-07,25059
4308,43,New Jasonville,SALARIED,55366,6,254342,12,22890,2025-12-07,33992
4309,54,East Robert,SELF_EMPLOYED,86025,6,339319,12,30538,2025-03-22,7396
4310,57,Morganchester,SELF_EMPLOYED,32388,17,107236,48,2412,2026-01-03,59734
4311,40,South Ashleyville,SALARIED,97041,7,90783,12,8170,2025-05-29,89222
4312,45,North Alan,GIG_WORKER,44091,13,340835,12,30675,2025-05-12,82215
4313,35,Lake Ryantown,GIG_WORKER,26732,25,236982,24,10664,2025-08-09,61272
4314,55,Kingland,GIG_WORKER,41471,15,217041,36,6511,2025-06-27,9383
4315,50,Leebury,GIG_WORKER,22292,23,127283,12,11455,2025-07-04,70198
4316,22,Lake James,SELF_EMPLOYED,25975,9,289700,12,26073,2025-06-15,59173
4317,36,Shannonhaven,SALARIED,94240,1,355253,36,10657,2025-07-04,20318
4318,59,West Sean,GIG_WORKER,51010,11,231435,24,10414,2025-02-14,28882
4319,22,Dennisstad,UNEMPLOYED,53818,27,54542,48,1227,2026-01-09,41206
4320,57,Desireestad,SELF_EMPLOYED,42572,6,84124,48,1892,2025-03-23,35852
4321,39,Jonesland,SELF_EMPLOYED,27806,16,241792,36,7253,2025-03-08,66684
4322,39,North Jeffrey,SALARIED,28171,5,81990,24,3689,2025-10-15,34341
4323,53,Johnsonstad,UNEMPLOYED,17437,27,489276,36,14678,2025-10-28,74325
4324,58,Alisontown,SELF_EMPLOYED,45351,9,138164,12,12434,2025-07-18,82006
4325,55,Justinfurt,SALARIED,32324,1,62479,12,5623,2025-10-05,51464
4326,57,Lake Steven,SALARIED,106816,4,394575,48,8877,2025-08-18,32605
4327,47,Frankton,UNEMPLOYED,26167,26,361075,24,16248,2025-03-05,25607
4328,30,North Dawntown,GIG_WORKER,58587,19,75570,36,2267,2025-09-25,17859
4329,53,Desireetown,UNEMPLOYED,41358,14,391924,12,35273,2025-12-17,88903
4330,45,Courtneyton,UNEMPLOYED,43028,11,432074,48,9721,2025-06-12,79807
4331,22,South Jasonport,GIG_WORKER,35195,10,127705,36,3831,2025-06-20,43665
4332,44,Alejandroberg,SELF_EMPLOYED,22327,15,170570,36,5117,2025-04-17,24900
4333,24,West Amberport,SELF_EMPLOYED,97833,18,112379,48,2528,2025-02-17,9548
4334,33,Port Brian,SALARIED,48678,6,311159,48,7001,2025-10-06,85532
4335,57,Smithville,SALARIED,94288,2,398029,24,17911,2026-01-04,53536
4336,52,Ashleyfurt,SELF_EMPLOYED,32014,13,473565,36,14206,2025-04-13,51487
4337,21,West Annettemouth,GIG_WORKER,19305,15,427698,24,19246,2025-10-10,86864
4338,55,East Peterport,SALARIED,102796,6,176955,12,15925,2025-08-28,37867
4339,31,Lake John,GIG_WORKER,44625,12,145534,12,13098,2025-05-11,58196
4340,24,West Jordan,UNEMPLOYED,42038,19,442769,36,13283,2025-12-05,19552
4341,40,East Samuel,SELF_EMPLOYED,51610,18,200321,24,9014,2025-06-18,44322
4342,56,New Samantha,UNEMPLOYED,56338,19,215066,24,9677,2025-05-28,51486
4343,60,Brianport,SELF_EMPLOYED,29510,10,450809,24,20286,2025-11-27,58895
4344,24,Lake Laurenport,SELF_EMPLOYED,61276,7,193996,36,5819,2025-07-15,47743
4345,39,Lake Andrew,GIG_WORKER,30179,15,303030,12,27272,2025-06-25,29579
4346,34,Mariestad,SALARIED,94148,5,435113,48,9790,2025-11-12,84689
4347,38,North Alyssa,GIG_WORKER,37812,17,386895,12,34820,2025-03-11,29929
4348,48,Angelfurt,SALARIED,74562,7,338838,48,7623,2025-11-28,29481
4349,37,West Hannahborough,UNEMPLOYED,36344,22,206252,48,4640,2025-03-25,44164
4350,30,South Justin,UNEMPLOYED,33360,14,382819,24,17226,2025-06-19,59941
4351,22,North Peggy,SELF_EMPLOYED,70160,10,308295,36,9248,2025-06-27,44651
4352,31,East Gabriel,SELF_EMPLOYED,60630,19,62596,24,2816,2025-11-17,76442
4353,42,North Robinfurt,SELF_EMPLOYED,61395,10,446843,24,20107,2025-04-04,47591
4354,31,Adkinsville,GIG_WORKER,56001,13,247990,48,5579,2025-04-19,22098
4355,46,Ellisbury,GIG_WORKER,55172,10,297108,12,26739,2025-08-30,47795
4356,48,East Karen,UNEMPLOYED,22273,27,177803,48,4000,2025-12-31,24073
4357,46,Rebeccachester,GIG_WORKER,17132,15,243477,36,7304,2025-09-23,22261
4358,46,Coleberg,UNEMPLOYED,27393,25,258475,48,5815,2025-04-29,33182
4359,28,Reedfurt,GIG_WORKER,59501,15,401774,24,18079,2025-04-14,17188
4360,29,New Erintown,GIG_WORKER,59417,24,472522,36,14175,2025-03-02,67915
4361,34,South Robert,UNEMPLOYED,40568,24,83643,48,1881,2025-03-07,61184
4362,31,Samanthaburgh,SALARIED,35895,1,98615,48,2218,2025-04-29,48999
4363,59,Shawtown,UNEMPLOYED,32504,19,316777,12,28509,2025-10-15,78073
4364,27,Lake Raymondborough,GIG_WORKER,57435,20,238604,24,10737,2025-04-13,68204
4365,24,North Stephen,UNEMPLOYED,56648,25,388462,36,11653,2025-06-04,41891
4366,21,North James,UNEMPLOYED,39361,19,326368,36,9791,2025-12-02,51433
4367,24,East Katherine,SALARIED,114941,4,259143,24,11661,2025-10-15,36374
4368,46,Burnettmouth,GIG_WORKER,33668,17,458847,48,10324,2025-10-08,73762
4369,24,Luisbury,GIG_WORKER,39435,15,114702,48,2580,2025-08-25,24068
4370,48,West Brandon,GIG_WORKER,45767,28,458766,48,10322,2025-04-07,28335
4371,27,New Angela,GIG_WORKER,54949,11,139002,24,6255,2026-01-09,79511
4372,31,Katherineland,SALARIED,103866,2,131089,24,5899,2025-10-03,76215
4373,59,South Corey,SALARIED,111596,6,181588,48,4085,2025-06-17,77464
4374,46,Gonzalezville,SELF_EMPLOYED,99731,13,99303,48,2234,2025-09-17,68374
4375,36,Jeffreyshire,GIG_WORKER,53517,28,304385,48,6848,2025-12-23,47745
4376,45,South Maryshire,SALARIED,56857,7,81150,48,1825,2025-12-29,66151
4377,42,Herringview,GIG_WORKER,22757,22,329933,36,9897,2025-08-11,58723
4378,49,Lake Tonya,SALARIED,39395,5,268769,12,24189,2025-10-15,17470
4379,24,Howardhaven,UNEMPLOYED,29586,27,327702,12,29493,2025-11-26,8952
4380,30,Elizabethmouth,SALARIED,87075,2,126769,48,2852,2025-09-30,39748
4381,27,West Carolynview,GIG_WORKER,32040,26,470740,36,14122,2025-10-09,13783
4382,55,Johnton,SELF_EMPLOYED,23898,10,424669,24,19110,2025-09-23,68112
4383,38,East Lindsayport,SELF_EMPLOYED,80757,6,251543,36,7546,2025-07-20,17927
4384,47,West Leslieland,GIG_WORKER,48842,13,135664,36,4069,2025-04-29,72776
4385,21,South Christineborough,GIG_WORKER,53634,11,112061,12,10085,2025-03-30,72825
